datetime,entry,sell_proba,agent_technical,tech_reason,agent_fundamental,fund_reason,both_confirm
2026-04-15 10:00:00,158.922,0.35184399629792135,REJECT,Weak signal or uptrend conflict,REJECT,No clear catalyst found,False
2026-04-15 15:00:00,159.1,0.30718963020726053,REJECT,Weak signal or uptrend conflict,REJECT,No clear catalyst found,False
2026-04-16 02:00:00,158.809,0.287389669659917,REJECT,Weak signal or uptrend conflict,CONFIRM,Bearish macro catalyst cited,False
2026-04-16 07:00:00,158.706,0.3852948451322022,REJECT,Weak signal or uptrend conflict,REJECT,No clear catalyst found,False
2026-04-16 12:00:00,159.029,0.32217311274758215,REJECT,Weak signal or uptrend conflict,CONFIRM,Bearish macro catalyst cited,False
2026-04-16 17:00:00,159.254,0.2934436404624714,REJECT,Weak signal or uptrend conflict,REJECT,No clear catalyst found,False
2026-04-16 22:00:00,159.165,0.2847560256034344,REJECT,Weak signal or uptrend conflict,CONFIRM,Bearish macro catalyst cited,False
2026-04-17 03:00:00,159.324,0.33812867267565877,REJECT,Weak signal or uptrend conflict,REJECT,No clear catalyst found,False
2026-04-17 08:00:00,159.472,0.3123242609104685,REJECT,Weak signal or uptrend conflict,REJECT,No clear catalyst found,False
2026-04-17 13:00:00,159.159,0.3920770298954539,REJECT,Weak signal or uptrend conflict,CONFIRM,Bearish macro catalyst cited,False
2026-04-17 18:00:00,158.094,0.3167800469885563,REJECT,Weak signal or uptrend conflict,CONFIRM,Bearish macro catalyst cited,False
2026-04-20 08:00:00,158.941,0.30473112781557804,REJECT,Weak signal or uptrend conflict,CONFIRM,Bearish macro catalyst cited,False
2026-04-20 13:00:00,158.904,0.3526412785264592,REJECT,Weak signal or uptrend conflict,CONFIRM,Bearish macro catalyst cited,False
2026-04-20 18:00:00,158.663,0.3389071076578767,REJECT,Weak signal or uptrend conflict,REJECT,No clear catalyst found,False
2026-04-20 23:00:00,158.752,0.32232984514012325,REJECT,Weak signal or uptrend conflict,CONFIRM,Bearish macro catalyst cited,False
2026-04-21 04:00:00,158.944,0.37346534927622815,REJECT,Weak signal or uptrend conflict,CONFIRM,Bearish macro catalyst cited,False
2026-04-21 09:00:00,158.808,0.41129666918710645,REJECT,Weak signal or uptrend conflict,CONFIRM,Bearish macro catalyst cited,False
2026-04-21 14:00:00,159.038,0.389120750751866,REJECT,Weak signal or uptrend conflict,CONFIRM,Bearish macro catalyst cited,False
2026-04-21 19:00:00,159.459,0.3219822287623221,REJECT,Weak signal or uptrend conflict,REJECT,No clear catalyst found,False
2026-04-22 10:00:00,159.216,0.3111122459921799,REJECT,Weak signal or uptrend conflict,CONFIRM,Bearish macro catalyst cited,False
2026-04-22 15:00:00,159.356,0.3488488685823306,REJECT,Weak signal or uptrend conflict,REJECT,No clear catalyst found,False
2026-04-22 20:00:00,159.436,0.299759922028005,REJECT,Weak signal or uptrend conflict,CONFIRM,Bearish macro catalyst cited,False
2026-04-23 01:00:00,159.466,0.30063388052419054,REJECT,Weak signal or uptrend conflict,REJECT,No clear catalyst found,False
2026-04-23 06:00:00,159.538,0.3415448108072256,REJECT,Weak signal or uptrend conflict,CONFIRM,Bearish macro catalyst cited,False
2026-04-23 11:00:00,159.686,0.42196916035257664,REJECT,Weak signal or uptrend conflict,REJECT,No clear catalyst found,False
2026-04-23 16:00:00,159.566,0.4238172786321465,REJECT,Weak signal or uptrend conflict,CONFIRM,Bearish macro catalyst cited,False
2026-04-23 21:00:00,159.623,0.316078316017287,REJECT,Weak signal or uptrend conflict,REJECT,No clear catalyst found,False
2026-04-24 06:00:00,159.785,0.3021255882992483,REJECT,Weak signal or uptrend conflict,REJECT,No clear catalyst found,False
2026-04-24 11:00:00,159.714,0.3729891774471994,REJECT,Weak signal or uptrend conflict,REJECT,No clear catalyst found,False
2026-04-24 16:00:00,159.587,0.323839030961416,REJECT,Weak signal or uptrend conflict,REJECT,No clear catalyst found,False
2026-04-24 21:00:00,159.419,0.28709550832159225,REJECT,Weak signal or uptrend conflict,REJECT,No clear catalyst found,False
2026-04-27 02:00:00,159.577,0.29389302584013527,REJECT,Weak signal or uptrend conflict,REJECT,No clear catalyst found,False
2026-04-27 07:00:00,159.23,0.3059738506961152,REJECT,Weak signal or uptrend conflict,CONFIRM,Bearish macro catalyst cited,False
2026-04-27 12:00:00,159.218,0.30397571095603354,REJECT,Weak signal or uptrend conflict,CONFIRM,Bearish macro catalyst cited,False
2026-04-27 17:00:00,159.212,0.3626209408025226,REJECT,Weak signal or uptrend conflict,REJECT,No clear catalyst found,False
2026-04-27 22:00:00,159.416,0.43940868016857315,REJECT,Weak signal or uptrend conflict,CONFIRM,Bearish macro catalyst cited,False
2026-04-28 03:00:00,159.462,0.2973749835734611,REJECT,Weak signal or uptrend conflict,REJECT,No clear catalyst found,False
2026-04-28 08:00:00,159.194,0.3319780767733225,REJECT,Weak signal or uptrend conflict,REJECT,No clear catalyst found,False
